,workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded,part_keywords
453673,user_1154,The neck is as wide at the top as it is at the bottom.,3SB4CE2TJXOEN2UN00XSOJNV8O5XAW,97.0,4064b0ee5430ec6baef45fef9b6cadb4,guitar,ShapeNet,16916a50a064304bf6ed0b697979412e,guitar,ShapeNet,False,guitar/ShapeNet/16916a50a064304bf6ed0b697979412e,guitar/ShapeNet/4064b0ee5430ec6baef45fef9b6cadb4,True,guitar,guitar,3,"['the', 'neck', 'is', 'as', 'wide', 'at', 'the', 'top', 'as', 'it', 'is', 'at', 'the', 'bottom']",14,the neck is as wide at the top as it is at the bottom,train,train,train,train,"[1, 10, 509, 7, 52, 83, 98, 10, 99, 52, 23, 7, 98, 10, 76, 2, 0, 0]",neck
453677,user_1529,The tuning pegs don't stick out from the side of the head.,3LOZAJ85YF6PIZZJNL4DI14XW9A2X9,57.0,38eb9bf1f02d192259b584008b480e22,guitar,ShapeNet,7b498b66d9426ca844629dda8178547d,guitar,ShapeNet,False,guitar/ShapeNet/7b498b66d9426ca844629dda8178547d,guitar/ShapeNet/38eb9bf1f02d192259b584008b480e22,True,guitar,guitar,3,"['the', 'tuning', 'pegs', 'do', 'not', 'stick', 'out', 'from', 'the', 'side', 'of', 'the', 'head']",13,the tuning pegs do not stick out from the side of the head,test,train,test,train,"[1, 10, 3883, 2023, 338, 40, 339, 89, 113, 10, 22, 38, 10, 107, 2, 0, 0, 0]",head
453678,user_354,It has a more uniquely designed headstock,3KOPY89HMAVD8XQDAH3HA21ARG83JS,48.0,d2cbbe7311f3699cfa3f3bbe4549e789,guitar,ShapeNet,93744e9777361d001082f2ea630bf69e,guitar,ShapeNet,False,guitar/ShapeNet/93744e9777361d001082f2ea630bf69e,guitar/ShapeNet/d2cbbe7311f3699cfa3f3bbe4549e789,True,guitar,guitar,3,"['it', 'has', 'a', 'more', 'uniquely', 'designed', 'headstock']",7,it has a more uniquely designed headstock,train,train,train,train,"[1, 23, 24, 26, 34, 2651, 264, 3882, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453690,user_156,It has four bridge pins on its headstock.,39LNWE0K4WP1CGJQ7JEILACARFCIUE,70.0,dbdf45cab0adbded1f260c1b356c52ce,guitar,ShapeNet,7e49ef6e1b1dbc8dfe96ea0860283ff8,guitar,ShapeNet,False,guitar/ShapeNet/7e49ef6e1b1dbc8dfe96ea0860283ff8,guitar/ShapeNet/dbdf45cab0adbded1f260c1b356c52ce,False,guitar,guitar,3,"['it', 'has', 'four', 'bridge', 'pins', 'on', 'its', 'headstock']",8,it has four bridge pins on its headstock,train,train,train,train,"[1, 23, 24, 322, 3017, 2791, 20, 5, 3882, 2, 0, 0, 0, 0, 0, 0, 0, 0]",head
453691,user_1032,The top of the headstock is rounded,3IGI0VL649DYDCAK8DF1RCG2VS9ONE,57.0,dbdf45cab0adbded1f260c1b356c52ce,guitar,ShapeNet,7e49ef6e1b1dbc8dfe96ea0860283ff8,guitar,ShapeNet,False,guitar/ShapeNet/7e49ef6e1b1dbc8dfe96ea0860283ff8,guitar/ShapeNet/dbdf45cab0adbded1f260c1b356c52ce,False,guitar,guitar,3,"['the', 'top', 'of', 'the', 'headstock', 'is', 'rounded']",7,the top of the headstock is rounded,train,train,train,train,"[1, 10, 99, 38, 10, 3882, 7, 48, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453697,user_1529,There are buttons on the front of the head.,3NC5L260MQFMPKX3APWOJ77TTACFO5,420.0,defcf80fcef4b51b3f431ca2c1260d62,guitar,ShapeNet,48d8c9000728c71d9cfb8e6f6728789d,guitar,ShapeNet,False,guitar/ShapeNet/48d8c9000728c71d9cfb8e6f6728789d,guitar/ShapeNet/defcf80fcef4b51b3f431ca2c1260d62,True,guitar,guitar,3,"['there', 'are', 'buttons', 'on', 'the', 'front', 'of', 'the', 'head']",9,there are buttons on the front of the head,val,train,val,train,"[1, 15, 16, 431, 20, 10, 37, 38, 10, 107, 2, 0, 0, 0, 0, 0, 0, 0]",head
453700,user_354,Its body is rounded at the bottom,3U8YCDAGXR9YDSVTMK5755FP2Z9Q04,59.0,b0f553ef37dc1248a97512d711172fa6,guitar,ShapeNet,fc8cc32bfeaca537c39ad9186be3fec9,guitar,ShapeNet,False,guitar/ShapeNet/fc8cc32bfeaca537c39ad9186be3fec9,guitar/ShapeNet/b0f553ef37dc1248a97512d711172fa6,False,guitar,guitar,3,"['its', 'body', 'is', 'rounded', 'at', 'the', 'bottom']",7,its body is rounded at the bottom,train,train,train,train,"[1, 5, 45, 7, 48, 98, 10, 76, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
453706,user_354,It has multiple knobs on the right side of its body,3KYQYYSHYX0PR0J7JJ1YV748HPAOD1,33.0,23d3e315f1364475be98a7e88127164e,guitar,ShapeNet,e4a2c2b16b5425825d90edd33668a4c2,guitar,ShapeNet,False,guitar/ShapeNet/e4a2c2b16b5425825d90edd33668a4c2,guitar/ShapeNet/23d3e315f1364475be98a7e88127164e,False,guitar,guitar,3,"['it', 'has', 'multiple', 'knobs', 'on', 'the', 'right', 'side', 'of', 'its', 'body']",11,it has multiple knobs on the right side of its body,train,train,train,train,"[1, 23, 24, 258, 224, 20, 10, 118, 22, 38, 5, 45, 2, 0, 0, 0, 0, 0]",body
453707,user_1032,Its headstock is longer,3XCC1ODXDN4MDMFSGXOMP1GCBQKRQH,55.0,23d3e315f1364475be98a7e88127164e,guitar,ShapeNet,e4a2c2b16b5425825d90edd33668a4c2,guitar,ShapeNet,False,guitar/ShapeNet/e4a2c2b16b5425825d90edd33668a4c2,guitar/ShapeNet/23d3e315f1364475be98a7e88127164e,False,guitar,guitar,3,"['its', 'headstock', 'is', 'long', '-er']",5,its headstock is long -er,train,train,train,train,"[1, 5, 3882, 7, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453708,user_354,It has a wider lower section of its body,3A4TN5196MB5URR6FABXRSPPKGDHCP,55.0,7b99c00792408061e9d9b43230155bd9,guitar,ShapeNet,d71c17b4d1ffa131f10a27cbb87f3a5,guitar,ShapeNet,False,guitar/ShapeNet/d71c17b4d1ffa131f10a27cbb87f3a5,guitar/ShapeNet/7b99c00792408061e9d9b43230155bd9,True,guitar,guitar,3,"['it', 'has', 'a', 'wide', '-er', 'low', '-er', 'section', 'of', 'its', 'body']",11,it has a wide -er low -er section of its body,train,train,train,train,"[1, 23, 24, 26, 83, 9, 345, 9, 354, 38, 5, 45, 2, 0, 0, 0, 0, 0]",body
453709,user_1644,The neck is longer.,3HL8HNGX47UJIXTX80D6MHC4YBJF9K,165.0,7b99c00792408061e9d9b43230155bd9,guitar,ShapeNet,d71c17b4d1ffa131f10a27cbb87f3a5,guitar,ShapeNet,False,guitar/ShapeNet/d71c17b4d1ffa131f10a27cbb87f3a5,guitar/ShapeNet/7b99c00792408061e9d9b43230155bd9,True,guitar,guitar,3,"['the', 'neck', 'is', 'long', '-er']",5,the neck is long -er,train,train,train,train,"[1, 10, 509, 7, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
453710,user_354,It does not have any knobs on its body,3HYA4D452TC8ID8YNRYRCU4QSXAF2D,30.0,e50dfe2b13d51ea1adb66be7b8c12fbc,guitar,ShapeNet,7068e37ced4e8e0ca9f121364bea84ea,guitar,ShapeNet,False,guitar/ShapeNet/7068e37ced4e8e0ca9f121364bea84ea,guitar/ShapeNet/e50dfe2b13d51ea1adb66be7b8c12fbc,False,guitar,guitar,3,"['it', 'does', 'not', 'have', 'any', 'knobs', 'on', 'its', 'body']",9,it does not have any knobs on its body,train,train,train,train,"[1, 23, 39, 40, 84, 278, 224, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0]",body
453711,user_1598,The target's body doesn't have any pickups.,3F0BG9B9MRGL45MZYT7AX6SE9M4Y7N,99.0,e50dfe2b13d51ea1adb66be7b8c12fbc,guitar,ShapeNet,7068e37ced4e8e0ca9f121364bea84ea,guitar,ShapeNet,False,guitar/ShapeNet/7068e37ced4e8e0ca9f121364bea84ea,guitar/ShapeNet/e50dfe2b13d51ea1adb66be7b8c12fbc,False,guitar,guitar,3,"['the', 'target', ""'s"", 'body', 'does', 'not', 'have', 'any', 'pickups']",9,the target 's body does not have any pickups,train,train,train,train,"[1, 10, 11, 12, 45, 39, 40, 84, 278, 3878, 2, 0, 0, 0, 0, 0, 0, 0]",body
453715,user_1143,The target has a hole in the body,3R08VXYT7EOHF0RZJSPMC97YYEXW7F,30.0,d4b2ddb52e8dcd3593f0194265a9746c,guitar,ShapeNet,b05152856ba7ceee1e7516298c9158e1,guitar,ShapeNet,False,guitar/ShapeNet/b05152856ba7ceee1e7516298c9158e1,guitar/ShapeNet/d4b2ddb52e8dcd3593f0194265a9746c,False,guitar,guitar,3,"['the', 'target', 'has', 'a', 'hole', 'in', 'the', 'body']",8,the target has a hole in the body,train,train,train,train,"[1, 10, 11, 24, 26, 81, 90, 10, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0]",body
453723,user_1577,headpiece is ornate with curves and points,3H7Z272LX90QACJ0B0C13KH303ZPLQ,107.0,b79e39da98c26625bb6216c38da5db0a,guitar,ShapeNet,601e01d49a1daf2c79f4a19b034b33f,guitar,ShapeNet,False,guitar/ShapeNet/601e01d49a1daf2c79f4a19b034b33f,guitar/ShapeNet/b79e39da98c26625bb6216c38da5db0a,True,guitar,guitar,3,"['headpiece', 'is', 'ornate', 'with', 'curves', 'and', 'points']",7,headpiece is ornate with curves and points,train,train,train,train,"[1, 3907, 7, 191, 121, 156, 47, 298, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453728,user_354,It has a smaller headstock in size,32EYX73OY22E5FM9X68RZ2D1EO5RUR,34.0,8b61adb73d6349838014d29eab9ba665,guitar,ShapeNet,ecd53707110dbc208d8778ff441ce85d,guitar,ShapeNet,False,guitar/ShapeNet/ecd53707110dbc208d8778ff441ce85d,guitar/ShapeNet/8b61adb73d6349838014d29eab9ba665,True,guitar,guitar,3,"['it', 'has', 'a', 'small', '-er', 'headstock', 'in', 'size']",8,it has a small -er headstock in size,train,train,train,train,"[1, 23, 24, 26, 111, 9, 3882, 90, 377, 2, 0, 0, 0, 0, 0, 0, 0, 0]",head
453730,user_1088,There is a pick guard on the body,3EA3QWIZ4KOMC3417EO8GEQ88KFITZ,64.0,727fcc85add981325e683993f34d42f2,guitar,ShapeNet,482b8b9a225b6ca1d57700c05b1862d8,guitar,ShapeNet,False,guitar/ShapeNet/482b8b9a225b6ca1d57700c05b1862d8,guitar/ShapeNet/727fcc85add981325e683993f34d42f2,True,guitar,guitar,3,"['there', 'is', 'a', 'pick', 'guard', 'on', 'the', 'body']",8,there is a pick guard on the body,train,train,train,train,"[1, 15, 7, 26, 758, 1389, 20, 10, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0]",body
453732,user_677,The body is smaller,3RKNTXVS3ORNP06DGPVNR8QXF7R4A7,61.0,d82fc6db200cdf6ea24eeca91f583600,guitar,ShapeNet,d4b021a085d836dd2b996d5d44e09408,guitar,ShapeNet,False,guitar/ShapeNet/d4b021a085d836dd2b996d5d44e09408,guitar/ShapeNet/d82fc6db200cdf6ea24eeca91f583600,False,guitar,guitar,3,"['the', 'body', 'is', 'small', '-er']",5,the body is small -er,train,train,train,train,"[1, 10, 45, 7, 111, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
453735,user_1598,The target's body is wider.,3I2PTA7R3VN0QI2XQDFPOPUYGWRQKK,90.0,935eb2290503cc0a343b0b12983b9982,guitar,ShapeNet,222b705a80d75a4343b0b12983b9982,guitar,ShapeNet,False,guitar/ShapeNet/222b705a80d75a4343b0b12983b9982,guitar/ShapeNet/935eb2290503cc0a343b0b12983b9982,True,guitar,guitar,3,"['the', 'target', ""'s"", 'body', 'is', 'wide', '-er']",7,the target 's body is wide -er,train,train,train,train,"[1, 10, 11, 12, 45, 7, 83, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
453737,user_1088,There are three knobs on the body instead of two,37QW5D2ZRIFS8XF99S7RTK0831NS8V,127.0,2331b83b682e6dcd1082f2ea630bf69e,guitar,ShapeNet,5d27923586133803ba3161efeed0ecec,guitar,ShapeNet,False,guitar/ShapeNet/5d27923586133803ba3161efeed0ecec,guitar/ShapeNet/2331b83b682e6dcd1082f2ea630bf69e,False,guitar,guitar,3,"['there', 'are', 'three', 'knobs', 'on', 'the', 'body', 'instead', 'of', 'two']",10,there are three knobs on the body instead of two,train,train,train,train,"[1, 15, 16, 80, 224, 20, 10, 45, 97, 38, 17, 2, 0, 0, 0, 0, 0, 0]",body
453740,user_920,The target's bridge is near the top of the body.,3G5W44VEU9B9DT8JNHADUBQWAUMKGT,58.0,f6884341f0d6d2cd69a645978ae8c765,guitar,ShapeNet,7eba657565cc69e913f86abea5e4b9e0,guitar,ShapeNet,False,guitar/ShapeNet/7eba657565cc69e913f86abea5e4b9e0,guitar/ShapeNet/f6884341f0d6d2cd69a645978ae8c765,True,guitar,guitar,3,"['the', 'target', ""'s"", 'bridge', 'is', 'near', 'the', 'top', 'of', 'the', 'body']",11,the target 's bridge is near the top of the body,train,train,train,train,"[1, 10, 11, 12, 3017, 7, 348, 10, 99, 38, 10, 45, 2, 0, 0, 0, 0, 0]",body
453741,user_1529,The top of the head is a bit rounded.,3TK8OJTYM3ET6HVUP4E7QTF5R8UVPM,153.0,f6884341f0d6d2cd69a645978ae8c765,guitar,ShapeNet,7eba657565cc69e913f86abea5e4b9e0,guitar,ShapeNet,False,guitar/ShapeNet/7eba657565cc69e913f86abea5e4b9e0,guitar/ShapeNet/f6884341f0d6d2cd69a645978ae8c765,True,guitar,guitar,3,"['the', 'top', 'of', 'the', 'head', 'is', 'a', 'bit', 'rounded']",9,the top of the head is a bit rounded,train,train,train,train,"[1, 10, 99, 38, 10, 107, 7, 26, 592, 48, 2, 0, 0, 0, 0, 0, 0, 0]",head
453742,user_1252,There is a visible bridge on the body of the target guitar.,3QXNC7EIPKOSLTE75IULJAP0S9Q09X,76.0,5c7b3940e988e7e33af041adca0b9ca3,guitar,ShapeNet,2c2fc56385be92b493f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/2c2fc56385be92b493f0194265a9746c,guitar/ShapeNet/5c7b3940e988e7e33af041adca0b9ca3,False,guitar,guitar,3,"['there', 'is', 'a', 'visible', 'bridge', 'on', 'the', 'body', 'of', 'the', 'target', 'guitar']",12,there is a visible bridge on the body of the target guitar,train,train,train,train,"[1, 15, 7, 26, 185, 3017, 20, 10, 45, 38, 10, 11, 757, 2, 0, 0, 0, 0]",body
453743,user_1598,"The target doesn't have the number ""4"" written on its body.",39KFRKBFIPOSPBEYFFOC8SE9ZNPOY2,68.0,5c7b3940e988e7e33af041adca0b9ca3,guitar,ShapeNet,2c2fc56385be92b493f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/2c2fc56385be92b493f0194265a9746c,guitar/ShapeNet/5c7b3940e988e7e33af041adca0b9ca3,False,guitar,guitar,3,"['the', 'target', 'does', 'not', 'have', 'the', 'number', 'four', 'written', 'on', 'its', 'body']",12,the target does not have the number four written on its body,train,train,train,train,"[1, 10, 11, 39, 40, 84, 10, 746, 322, 1157, 20, 5, 45, 2, 0, 0, 0, 0]",body
453746,user_354,The bottom of its body comes to a point,3Y9N9SS8L0405BQL0LH6746XMAC3D7,57.0,6d546f8dd90259d62d4ead5a1be351b7,guitar,ShapeNet,6565cb5e586aa68730f83c7e8a7d80c9,guitar,ShapeNet,False,guitar/ShapeNet/6565cb5e586aa68730f83c7e8a7d80c9,guitar/ShapeNet/6d546f8dd90259d62d4ead5a1be351b7,True,guitar,guitar,3,"['the', 'bottom', 'of', 'its', 'body', 'comes', 'to', 'a', 'point']",9,the bottom of its body comes to a point,train,train,train,train,"[1, 10, 76, 38, 5, 45, 88, 58, 26, 412, 2, 0, 0, 0, 0, 0, 0, 0]",body
453748,user_156,It has two slots cut into its headstock.,3BWI6RSP7I2NY058YSVGQ30YRBXE7O,64.0,6f3e9247e77897989ce06ac269757e69,guitar,ShapeNet,176ceacdbc44bc3569da8e7f9a803d12,guitar,ShapeNet,False,guitar/ShapeNet/176ceacdbc44bc3569da8e7f9a803d12,guitar/ShapeNet/6f3e9247e77897989ce06ac269757e69,True,guitar,guitar,3,"['it', 'has', 'two', 'slots', 'cut', 'into', 'its', 'headstock']",8,it has two slots cut into its headstock,train,train,train,train,"[1, 23, 24, 17, 1097, 1231, 148, 5, 3882, 2, 0, 0, 0, 0, 0, 0, 0, 0]",head
453751,user_1712,it does not have tuning pegs on both sides of the head,36DSNE9QZ7R2UMJZTFN9Y5ZLMBIOJU,116.0,d82fc6db200cdf6ea24eeca91f583600,guitar,ShapeNet,ec1149cc44edf89a6909632a947fc19b,guitar,ShapeNet,False,guitar/ShapeNet/ec1149cc44edf89a6909632a947fc19b,guitar/ShapeNet/d82fc6db200cdf6ea24eeca91f583600,True,guitar,guitar,3,"['it', 'does', 'not', 'have', 'tuning', 'pegs', 'on', 'both', 'sides', 'of', 'the', 'head']",12,it does not have tuning pegs on both sides of the head,train,train,train,train,"[1, 23, 39, 40, 84, 3883, 2023, 20, 470, 360, 38, 10, 107, 2, 0, 0, 0, 0]",head
453752,user_1577,body portion of guitar is smoothly curved with no points,3FUI0JHJPZR2NJOO7WBUUVKLVIJ33B,274.0,442d447797c93b4769da8e7f9a803d12,guitar,ShapeNet,576ee680a8aa61fbd4c2efa838ad32da,guitar,ShapeNet,False,guitar/ShapeNet/576ee680a8aa61fbd4c2efa838ad32da,guitar/ShapeNet/442d447797c93b4769da8e7f9a803d12,False,guitar,guitar,3,"['body', 'portion', 'of', 'guitar', 'is', 'smoothly', 'curved', 'with', 'no', 'points']",10,body portion of guitar is smoothly curved with no points,test,train,test,train,"[1, 45, 1437, 38, 757, 7, 1523, 51, 121, 123, 298, 2, 0, 0, 0, 0, 0, 0]",body
453753,user_1712,the head is a solid square,3IXQG4FA2VRT5GHH3YRA3RLJJ28B9T,55.0,442d447797c93b4769da8e7f9a803d12,guitar,ShapeNet,576ee680a8aa61fbd4c2efa838ad32da,guitar,ShapeNet,False,guitar/ShapeNet/576ee680a8aa61fbd4c2efa838ad32da,guitar/ShapeNet/442d447797c93b4769da8e7f9a803d12,False,guitar,guitar,3,"['the', 'head', 'is', 'a', 'solid', 'square']",6,the head is a solid square,test,train,test,train,"[1, 10, 107, 7, 26, 291, 50, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453754,user_156,It has six visible bridge pins on its headstock.,32VNZTT0A9XFOHSUI0H9MYF7FY84RI,60.0,de630541c5d2a44e4bfcfdb26b8cb2c3,guitar,ShapeNet,80f8b25d8dd77add93a644dadab2d1d1,guitar,ShapeNet,False,guitar/ShapeNet/80f8b25d8dd77add93a644dadab2d1d1,guitar/ShapeNet/de630541c5d2a44e4bfcfdb26b8cb2c3,False,guitar,guitar,3,"['it', 'has', 'six', 'visible', 'bridge', 'pins', 'on', 'its', 'headstock']",9,it has six visible bridge pins on its headstock,train,train,train,train,"[1, 23, 24, 553, 185, 3017, 2791, 20, 5, 3882, 2, 0, 0, 0, 0, 0, 0, 0]",head
453755,user_1644,The body is symmetrical.,3LYA37P8ISGDMC087VIZT0ZZUXQBKV,105.0,de630541c5d2a44e4bfcfdb26b8cb2c3,guitar,ShapeNet,80f8b25d8dd77add93a644dadab2d1d1,guitar,ShapeNet,False,guitar/ShapeNet/80f8b25d8dd77add93a644dadab2d1d1,guitar/ShapeNet/de630541c5d2a44e4bfcfdb26b8cb2c3,False,guitar,guitar,3,"['the', 'body', 'is', 'symmetrical']",4,the body is symmetrical,train,train,train,train,"[1, 10, 45, 7, 489, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
453759,user_1644,The neck is longer.,3DZQRBDBSN867093XBCV23SXN5I3SH,47.0,25a108bc4c106249480694b9b5582e9e,guitar,ShapeNet,34874708b51c7ed493f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/34874708b51c7ed493f0194265a9746c,guitar/ShapeNet/25a108bc4c106249480694b9b5582e9e,True,guitar,guitar,3,"['the', 'neck', 'is', 'long', '-er']",5,the neck is long -er,test,train,test,train,"[1, 10, 509, 7, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
453761,user_1577,headstock top is flat with no carving,3KAKFY4PGWVHDM67SZIHY1MAEZM3IF,802.0,9c260623916034b6f7d037d5768b173f,guitar,ShapeNet,9c399ebc617349dcd016bd20f13ab302,guitar,ShapeNet,False,guitar/ShapeNet/9c399ebc617349dcd016bd20f13ab302,guitar/ShapeNet/9c260623916034b6f7d037d5768b173f,True,guitar,guitar,3,"['headstock', 'top', 'is', 'flat', 'with', 'no', 'carving']",7,headstock top is flat with no carving,train,train,train,train,"[1, 3882, 99, 7, 129, 121, 123, 2607, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453762,user_156,It has three knobs on its body.,38JBBYETQQ3QFDNPWUX9NRGO0974EU,37.0,6d89c3abfbc99a29ca3b1d47ae5d14fd,guitar,ShapeNet,5288448a001ace0b47a275fea6658912,guitar,ShapeNet,False,guitar/ShapeNet/5288448a001ace0b47a275fea6658912,guitar/ShapeNet/6d89c3abfbc99a29ca3b1d47ae5d14fd,False,guitar,guitar,3,"['it', 'has', 'three', 'knobs', 'on', 'its', 'body']",7,it has three knobs on its body,train,train,train,train,"[1, 23, 24, 80, 224, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
453763,user_354,It has tuners on the outside of its headstock,35GMH2SV3GAUJ6X7FECI1PMTHZCOER,116.0,6d89c3abfbc99a29ca3b1d47ae5d14fd,guitar,ShapeNet,5288448a001ace0b47a275fea6658912,guitar,ShapeNet,False,guitar/ShapeNet/5288448a001ace0b47a275fea6658912,guitar/ShapeNet/6d89c3abfbc99a29ca3b1d47ae5d14fd,False,guitar,guitar,3,"['it', 'has', 'tuners', 'on', 'the', 'outside', 'of', 'its', 'headstock']",9,it has tuners on the outside of its headstock,train,train,train,train,"[1, 23, 24, 3887, 20, 10, 1636, 38, 5, 3882, 2, 0, 0, 0, 0, 0, 0, 0]",head
453764,user_354,All of its tuning pegs are on the right side of its headstock,37WLF8U1WRJ7G0JDB41RIKD7GZ16KX,38.0,4ff4b6305e3d5e2ad57700c05b1862d8,guitar,ShapeNet,d7a9114b17fbacd376d05024fabfa1e5,guitar,ShapeNet,False,guitar/ShapeNet/d7a9114b17fbacd376d05024fabfa1e5,guitar/ShapeNet/4ff4b6305e3d5e2ad57700c05b1862d8,False,guitar,guitar,3,"['all', 'of', 'its', 'tuning', 'pegs', 'are', 'on', 'the', 'right', 'side', 'of', 'its', 'headstock']",13,all of its tuning pegs are on the right side of its headstock,train,train,train,train,"[1, 367, 38, 5, 3883, 2023, 16, 20, 10, 118, 22, 38, 5, 3882, 2, 0, 0, 0]",head
453766,user_1154,The top of the headstock points downward.,3R9WASFE219YOOBACY75Z5EXD32ZFS,117.0,305367bd8723cce9d57700c05b1862d8,guitar,ShapeNet,8a212984c1175c8fe2b49d4be00c74da,guitar,ShapeNet,False,guitar/ShapeNet/8a212984c1175c8fe2b49d4be00c74da,guitar/ShapeNet/305367bd8723cce9d57700c05b1862d8,True,guitar,guitar,3,"['the', 'top', 'of', 'the', 'headstock', 'points', 'downward']",7,the top of the headstock points downward,val,train,val,train,"[1, 10, 99, 38, 10, 3882, 298, 42, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453768,user_1032,It has a switch on the left side of the body,3GU1KF0O4KUEX3XOKNN7PHLYO8SBPU,83.0,a19b20b4ec66e57d6ee1932063f20d95,guitar,ShapeNet,f1fb45c857f52083a24eeca91f583600,guitar,ShapeNet,False,guitar/ShapeNet/f1fb45c857f52083a24eeca91f583600,guitar/ShapeNet/a19b20b4ec66e57d6ee1932063f20d95,False,guitar,guitar,3,"['it', 'has', 'a', 'switch', 'on', 'the', 'left', 'side', 'of', 'the', 'body']",11,it has a switch on the left side of the body,test,train,test,train,"[1, 23, 24, 26, 64, 20, 10, 187, 22, 38, 10, 45, 2, 0, 0, 0, 0, 0]",body
453770,user_677,The head is less symmetrical,3N1FSUEFL7TLN79P0ZMPH9Y30A0D4U,72.0,d37d82695b935e59d57700c05b1862d8,guitar,ShapeNet,77f178a2b61cbd1e76d05024fabfa1e5,guitar,ShapeNet,False,guitar/ShapeNet/77f178a2b61cbd1e76d05024fabfa1e5,guitar/ShapeNet/d37d82695b935e59d57700c05b1862d8,True,guitar,guitar,3,"['the', 'head', 'is', 'less', 'symmetrical']",5,the head is less symmetrical,train,train,train,train,"[1, 10, 107, 7, 229, 489, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453772,user_354,It does not have a switch in the top right of its body,3SITXWYCNX2J6CZF6EXOJU71Q6PBX4,56.0,97e8ee1b6df404bd57700c05b1862d8,guitar,ShapeNet,87f6b43385dc55702d9fe04691733c67,guitar,ShapeNet,False,guitar/ShapeNet/87f6b43385dc55702d9fe04691733c67,guitar/ShapeNet/97e8ee1b6df404bd57700c05b1862d8,True,guitar,guitar,3,"['it', 'does', 'not', 'have', 'a', 'switch', 'in', 'the', 'top', 'right', 'of', 'its', 'body']",13,it does not have a switch in the top right of its body,val,train,val,train,"[1, 23, 39, 40, 84, 26, 64, 90, 10, 99, 118, 38, 5, 45, 2, 0, 0, 0]",body
453774,user_354,It has knobs on its body,37WLF8U1WRJ7G0JDB41RIKD7GZEK6O,30.0,21a517abc4729e6e352e5d4d2615db5b,guitar,ShapeNet,661c603f9f7645f0d50e84209ea2fc33,guitar,ShapeNet,False,guitar/ShapeNet/661c603f9f7645f0d50e84209ea2fc33,guitar/ShapeNet/21a517abc4729e6e352e5d4d2615db5b,True,guitar,guitar,3,"['it', 'has', 'knobs', 'on', 'its', 'body']",6,it has knobs on its body,train,train,train,train,"[1, 23, 24, 224, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
453778,user_920,Both bottom corners of the target's body are rounded.,3OXV7EAXLGJ1K2B6QY9S1YW55U3365,89.0,9e26dcbac33f056c343b0b12983b9982,guitar,ShapeNet,af69a061bed20d8a2ccb8d77f3823711,guitar,ShapeNet,False,guitar/ShapeNet/af69a061bed20d8a2ccb8d77f3823711,guitar/ShapeNet/9e26dcbac33f056c343b0b12983b9982,True,guitar,guitar,3,"['both', 'bottom', 'corners', 'of', 'the', 'target', ""'s"", 'body', 'are', 'rounded']",10,both bottom corners of the target 's body are rounded,train,train,train,train,"[1, 470, 76, 735, 38, 10, 11, 12, 45, 16, 48, 2, 0, 0, 0, 0, 0, 0]",body
453780,user_1885,its body is deeper,3TMSXRD2X8T34ECXUC8DBZGLVYC1WE,105.0,16bc13ee237ebeb38460585fe283a1c9,guitar,ShapeNet,23d3e315f1364475be98a7e88127164e,guitar,ShapeNet,False,guitar/ShapeNet/23d3e315f1364475be98a7e88127164e,guitar/ShapeNet/16bc13ee237ebeb38460585fe283a1c9,False,guitar,guitar,3,"['its', 'body', 'is', 'deep', '-er']",5,its body is deep -er,train,train,train,train,"[1, 5, 45, 7, 573, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
